Feature,Classifier,Accuracy,Balanced Accuracy score,F1 micro score,F1 macro score,F1 weighted score,MAE,Confusion matrix
corpus_2020_audience_overlap_sites_lvl_four_unweighted_1024D,LogisticRegression CV = 5,0.5541327124563445,0.5356474039258142,0.5541327124563445,0.5359577249058315,0.552097371222712,0.5483119906868452,"[[103, 85, 51], [71, 130, 70], [37, 69, 243]]"
corpus_2020_audience_overlap_sites_lvl_four_unweighted_1024D,LogisticRegression CV = 10,0.5424912689173458,0.5238413444426252,0.5424912689173458,0.5229149592163291,0.5384899912345014,0.5820721769499418,"[[106, 71, 62], [78, 117, 76], [45, 61, 243]]"
corpus_2020_audience_overlap_sites_lvl_four_unweighted_1024D,GradientBoostingClassifier,0.6519208381839348,0.6409966280430329,0.6519208381839348,0.6415490490854766,0.6505044765101272,0.45168800931315484,"[[127, 59, 53], [39, 183, 49], [36, 63, 250]]"
corpus_2020_audience_overlap_sites_lvl_four_unweighted_1024D,SVC ovo,0.6845168800931315,0.6775817189302079,0.6845168800931315,0.674600316651858,0.6837339695704052,0.3853317811408615,"[[125, 83, 31], [23, 222, 26], [29, 79, 241]]"
corpus_2020_audience_overlap_sites_lvl_four_unweighted_128D,LogisticRegression CV = 5,0.5436554132712457,0.5246887760385918,0.5436554132712457,0.5259526498490135,0.5402420801060882,0.5552968568102444,"[[97, 90, 52], [52, 131, 88], [33, 77, 239]]"
corpus_2020_audience_overlap_sites_lvl_four_unweighted_128D,LogisticRegression CV = 10,0.5506402793946449,0.5313530888842596,0.5506402793946449,0.5324575517376658,0.5465275990278957,0.5506402793946449,"[[101, 84, 54], [54, 128, 89], [33, 72, 244]]"
corpus_2020_audience_overlap_sites_lvl_four_unweighted_128D,GradientBoostingClassifier,0.6356228172293364,0.6212491286534235,0.6356228172293364,0.622321828223809,0.6334845872514756,0.46216530849825377,"[[120, 71, 48], [40, 171, 60], [36, 58, 255]]"
corpus_2020_audience_overlap_sites_lvl_four_unweighted_128D,SVC ovo,0.6763678696158324,0.6713900135848297,0.6763678696158324,0.6683077636972307,0.6761671649707955,0.3969732246798603,"[[128, 76, 35], [28, 219, 24], [28, 87, 234]]"
corpus_2020_audience_overlap_sites_lvl_four_unweighted_256D,LogisticRegression CV = 5,0.5483119906868452,0.5325200013218677,0.5483119906868452,0.5343765648339214,0.5463755620051286,0.5518044237485448,"[[108, 80, 51], [55, 128, 88], [35, 79, 235]]"
corpus_2020_audience_overlap_sites_lvl_four_unweighted_256D,LogisticRegression CV = 10,0.559953434225844,0.5438307290962756,0.559953434225844,0.5456718631154404,0.5574890448080727,0.5436554132712457,"[[107, 83, 49], [45, 136, 90], [40, 71, 238]]"
