Feature,Classifier,Accuracy,Balanced Accuracy score,F1 micro score,F1 macro score,F1 weighted score,MAE,Confusion matrix
combined_data_unweighted_lvl_one_128D,LogisticRegression CV = 5,0.6565774155995343,0.6387704814094813,0.6565774155995343,0.6422359916206969,0.6520628979965528,0.440046565774156,"[[122, 54, 63], [36, 169, 66], [20, 56, 273]]"
combined_data_unweighted_lvl_one_128D,LogisticRegression CV = 10,0.6507566938300349,0.6341596200606717,0.6507566938300349,0.6374006129501071,0.646881013617913,0.4481955762514552,"[[123, 53, 63], [38, 168, 65], [22, 59, 268]]"
combined_data_unweighted_lvl_one_128D,GradientBoostingClassifier,0.6507566938300349,0.6363575715698652,0.6507566938300349,0.6380123371063788,0.6480770095142238,0.459837019790454,"[[128, 55, 56], [42, 168, 61], [39, 47, 263]]"
combined_data_unweighted_lvl_one_128D,SVC ovo,0.6903376018626309,0.6726812087149536,0.6903376018626309,0.6749165148755312,0.6858897063345145,0.3911525029103609,"[[123, 65, 51], [29, 190, 52], [19, 50, 280]]"
combined_data_unweighted_lvl_one_64D,LogisticRegression CV = 5,0.6449359720605355,0.628065299966999,0.6449359720605355,0.6303062329291839,0.6408067740322173,0.4610011641443539,"[[120, 55, 64], [41, 168, 62], [27, 56, 266]]"
combined_data_unweighted_lvl_one_64D,LogisticRegression CV = 10,0.6437718277066357,0.626670599827529,0.6437718277066357,0.6289548031248533,0.6395552861345313,0.459837019790454,"[[119, 57, 63], [40, 168, 63], [26, 57, 266]]"
combined_data_unweighted_lvl_one_64D,GradientBoostingClassifier,0.6542491268917345,0.6414208525919526,0.6542491268917345,0.6423810662926526,0.6529636893036191,0.44237485448195574,"[[133, 53, 53], [55, 168, 48], [30, 58, 261]]"
combined_data_unweighted_lvl_one_64D,SVC ovo,0.6763678696158324,0.6604496564921051,0.6763678696158324,0.6624736453664196,0.6727407513957441,0.4167636786961583,"[[125, 58, 56], [35, 184, 52], [24, 53, 272]]"
combined_data_weighted_lvl_one_128D,LogisticRegression CV = 5,0.6356228172293364,0.6247088414704507,0.6356228172293364,0.6274129633397679,0.6344448747199654,0.4586728754365541,"[[136, 50, 53], [44, 158, 69], [28, 69, 252]]"
combined_data_weighted_lvl_one_128D,LogisticRegression CV = 10,0.6356228172293364,0.6253688610185787,0.6356228172293364,0.6275591148417243,0.6347963578590736,0.4610011641443539,"[[135, 51, 53], [45, 162, 64], [30, 70, 249]]"
combined_data_weighted_lvl_one_128D,GradientBoostingClassifier,0.6554132712456344,0.6449032896174715,0.6554132712456344,0.6475084175084175,0.6543744781928718,0.43538998835855647,"[[140, 53, 46], [37, 166, 68], [32, 60, 257]]"
combined_data_weighted_lvl_one_128D,SVC ovo,0.6845168800931315,0.6715313283739112,0.6845168800931315,0.6756174371478134,0.6821120231847344,0.41327124563445866,"[[135, 45, 59], [27, 184, 60], [25, 55, 269]]"
combined_data_weighted_lvl_one_64D,LogisticRegression CV = 5,0.6344586728754366,0.6219953704254646,0.6344586728754366,0.6257998386511282,0.6335385653025413,0.4458672875436554,"[[132, 56, 51], [44, 158, 69], [18, 76, 255]]"
combined_data_weighted_lvl_one_64D,LogisticRegression CV = 10,0.6274738067520372,0.6153297893890569,0.6274738067520372,0.619151366199055,0.6264679665446866,0.4551804423748545,"[[133, 55, 51], [44, 153, 74], [20, 76, 253]]"
combined_data_weighted_lvl_one_64D,GradientBoostingClassifier,0.6635622817229336,0.6490059898860608,0.6635622817229336,0.6514400235266901,0.6605052804361078,0.440046565774156,"[[136, 45, 58], [45, 163, 63], [31, 47, 271]]"
combined_data_weighted_lvl_one_64D,SVC ovo,0.6786961583236322,0.6653255254663538,0.6786961583236322,0.6685871463882291,0.6764520062976652,0.4109429569266589,"[[138, 48, 53], [37, 174, 60], [24, 54, 271]]"
corpus_2020_mixed_unweighted_1024D,LogisticRegression CV = 5,0.5797438882421421,0.5591314061346485,0.5797438882421421,0.5597907572713862,0.5729835586567287,0.519208381839348,"[[113, 71, 55], [53, 123, 95], [30, 57, 262]]"
corpus_2020_mixed_unweighted_1024D,LogisticRegression CV = 10,0.5983701979045402,0.5779856273584016,0.5983701979045402,0.5782244927086871,0.5914597965242259,0.5052386495925495,"[[118, 63, 58], [57, 128, 86], [31, 50, 268]]"
corpus_2020_mixed_unweighted_1024D,GradientBoostingClassifier,0.7089639115250291,0.696809245370031,0.7089639115250291,0.6980075407294981,0.7077851173469216,0.3713620488940629,"[[145, 54, 40], [41, 187, 43], [29, 43, 277]]"
corpus_2020_mixed_unweighted_1024D,SVC ovo,0.7345750873108265,0.7239252573796793,0.7345750873108265,0.7260636157334983,0.7344618672408224,0.31664726426076834,"[[142, 71, 26], [19, 214, 38], [18, 56, 275]]"
corpus_2020_mixed_unweighted_128D,LogisticRegression CV = 5,0.5844004656577415,0.5644910456369793,0.5844004656577415,0.564613517153496,0.5782814414418902,0.5227008149010477,"[[114, 70, 55], [56, 127, 88], [37, 51, 261]]"
corpus_2020_mixed_unweighted_128D,LogisticRegression CV = 10,0.5832363213038417,0.5638108382618396,0.5832363213038417,0.5639509158062338,0.5777587120819656,0.5227008149010477,"[[114, 72, 53], [57, 128, 86], [38, 52, 259]]"
corpus_2020_mixed_unweighted_128D,GradientBoostingClassifier,0.6786961583236322,0.6652153108432092,0.6786961583236322,0.6663828706939293,0.6773643859863998,0.40279394644935973,"[[139, 59, 41], [49, 172, 50], [29, 48, 272]]"
corpus_2020_mixed_unweighted_128D,SVC ovo,0.7147846332945286,0.7040057116951504,0.7147846332945286,0.704908269420837,0.7149786655719805,0.34225844004656575,"[[138, 73, 28], [30, 207, 34], [21, 59, 269]]"
corpus_2020_mixed_unweighted_256D,LogisticRegression CV = 5,0.5739231664726426,0.5539707398608557,0.5739231664726426,0.5537712705981642,0.5682085990913159,0.5215366705471478,"[[114, 77, 48], [61, 120, 90], [34, 56, 259]]"
corpus_2020_mixed_unweighted_256D,LogisticRegression CV = 10,0.5762514551804424,0.5552766813949326,0.5762514551804424,0.5551061427266651,0.569521768107557,0.5227008149010477,"[[112, 74, 53], [59, 121, 91], [32, 55, 262]]"
corpus_2020_mixed_unweighted_256D,GradientBoostingClassifier,0.681024447031432,0.6673459597647612,0.681024447031432,0.6696529561432069,0.6793924023904145,0.3958090803259604,"[[137, 61, 41], [39, 176, 56], [25, 52, 272]]"
corpus_2020_mixed_unweighted_256D,SVC ovo,0.7240977881257276,0.7133504783873533,0.7240977881257277,0.7145792801304337,0.7234639202156502,0.33760186263096625,"[[140, 69, 30], [23, 210, 38], [23, 54, 272]]"
corpus_2020_mixed_unweighted_512D,LogisticRegression CV = 5,0.5692665890570431,0.5486668417654671,0.5692665890570431,0.5488138219141282,0.5628969744956526,0.5320139697322468,"[[110, 79, 50], [53, 121, 97], [37, 54, 258]]"
corpus_2020_mixed_unweighted_512D,LogisticRegression CV = 10,0.5867287543655413,0.5651369676229282,0.5867287543655413,0.5650146400833088,0.5792572247662411,0.5145518044237486,"[[113, 75, 51], [52, 124, 95], [36, 46, 267]]"
corpus_2020_mixed_unweighted_512D,GradientBoostingClassifier,0.7066356228172294,0.6917674203656952,0.7066356228172294,0.6928630015866236,0.7049110954160893,0.36437718277066355,"[[136, 69, 34], [38, 190, 43], [27, 41, 281]]"
corpus_2020_mixed_unweighted_512D,SVC ovo,0.719441210710128,0.7078261510456757,0.7194412107101279,0.7102508642769125,0.7194130799446529,0.3317811408614668,"[[138, 75, 26], [22, 207, 42], [18, 58, 273]]"
corpus_2020_mixed_unweighted_64D,LogisticRegression CV = 5,0.5739231664726426,0.556829979108917,0.5739231664726426,0.5575688264118694,0.5697404865622974,0.5448195576251456,"[[113, 61, 65], [60, 132, 79], [37, 64, 248]]"
corpus_2020_mixed_unweighted_64D,LogisticRegression CV = 10,0.580908032596042,0.5619563599935192,0.580908032596042,0.5626958401956251,0.5754345239338892,0.5378346915017462,"[[111, 59, 69], [59, 133, 79], [33, 61, 255]]"
corpus_2020_mixed_unweighted_64D,GradientBoostingClassifier,0.6379511059371362,0.6229933922985991,0.6379511059371362,0.6248544815695155,0.6363347861963986,0.4447031431897555,"[[124, 71, 44], [46, 164, 61], [27, 62, 260]]"
corpus_2020_mixed_unweighted_64D,SVC ovo,0.6973224679860303,0.6862712881483756,0.6973224679860303,0.6874587281901352,0.6976114802615007,0.3620488940628638,"[[134, 74, 31], [33, 201, 37], [20, 65, 264]]"
